Rank,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Nick Folk,4,4,100.0,52,0,1,1,0,2,1,2,1,17.0,17.0,2.5%,TEN,5,2021
2,Greg Joseph,4,5,80.0,55,0,0,2,0,2,1,1,1,17.0,17.0,0.1%,FA,5,2021
3,Mason Crosby,4,7,57.1,49,0,1,0,3,0,1,2,1,16.0,16.0,0.1%,FA,5,2021
4,Greg Zuerlein,3,3,100.0,38,0,0,3,0,0,5,5,1,14.0,14.0,52.1%,NYJ,5,2021
5,Zane Gonzalez,3,3,100.0,50,0,0,0,2,1,1,1,1,14.0,14.0,0.1%,FA,5,2021
6,Graham Gano,2,3,66.7,51,0,0,0,0,2,2,2,1,12.0,12.0,1.0%,NYG,5,2021
7,Austin Seibert,3,3,100.0,52,0,0,1,1,1,0,0,1,12.0,12.0,0.1%,FA,5,2021
8,Younghoe Koo,2,2,100.0,52,0,0,1,0,1,3,3,1,11.0,11.0,79.8%,ATL,5,2021
9,Dustin Hopkins,3,3,100.0,45,0,2,0,1,0,1,1,1,11.0,11.0,20.7%,CLE,5,2021
10,Chris Boswell,2,2,100.0,48,0,0,0,2,0,3,3,1,11.0,11.0,4.4%,PIT,5,2021
11,Cairo Santos,2,2,100.0,46,0,0,0,2,0,2,2,1,10.0,10.0,28.4%,CHI,5,2021
12,Harrison Butker,2,2,100.0,54,0,0,1,0,1,2,2,1,10.0,10.0,98.8%,KC,5,2021
13,Chase McLaughlin,2,2,100.0,35,0,0,2,0,0,4,4,1,10.0,10.0,3.7%,TB,5,2021
14,Ryan Succop,1,1,100.0,42,0,0,0,1,0,6,6,1,10.0,10.0,0.0%,FA,5,2021
15,Matt Gay,2,2,100.0,47,0,0,1,1,0,2,3,1,9.0,9.0,30.7%,IND,5,2021
16,Jake Elliott,2,2,100.0,58,0,0,1,0,1,1,1,1,9.0,9.0,95.3%,PHI,5,2021
17,Rodrigo Blankenship,2,4,50.0,43,0,0,1,1,0,1,2,1,8.0,8.0,0.1%,FA,5,2021
18,Tyler Bass,1,1,100.0,30,0,0,1,0,0,5,5,1,8.0,8.0,40.1%,BUF,5,2021
19,Matt Ammendola,2,2,100.0,49,0,0,1,1,0,0,1,1,7.0,7.0,2.0%,FA,5,2021
20,Brandon McManus,2,2,100.0,39,0,1,1,0,0,1,1,1,7.0,7.0,0.1%,FA,5,2021
21,Randy Bullock,1,1,100.0,34,0,0,1,0,0,4,5,1,7.0,7.0,0.0%,FA,5,2021
22,Jason Sanders,1,1,100.0,23,0,1,0,0,0,2,2,1,5.0,5.0,49.7%,MIA,5,2021
23,Matt Prater,1,2,50.0,21,0,1,0,0,0,2,2,1,5.0,5.0,3.7%,ARI,5,2021
24,Jason Myers,1,2,50.0,32,0,0,1,0,0,2,2,1,5.0,5.0,8.8%,SEA,5,2021
25,Joey Slye,1,1,100.0,47,0,0,0,1,0,1,1,1,5.0,5.0,0.2%,NE,5,2021
26,Ka'imi Fairbairn,1,2,50.0,33,0,0,1,0,0,1,3,1,4.0,4.0,89.8%,HOU,5,2021
27,Cody Parkey,0,0,0.0,0,0,0,0,0,0,3,5,1,3.0,3.0,0.1%,FA,5,2021
28,Justin Tucker,1,1,100.0,23,0,1,0,0,0,0,0,1,3.0,3.0,99.8%,BAL,5,2021
29,Daniel Carlson,1,1,100.0,31,0,0,1,0,0,0,0,1,3.0,3.0,9.8%,LV,5,2021
30,Tristan Vizcaino,0,0,0.0,0,0,0,0,0,0,3,5,1,3.0,3.0,0.0%,FA,5,2021
31,Evan McPherson,0,2,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,88.7%,CIN,5,2021
32,Matthew Wright,0,1,0.0,0,0,0,0,0,0,1,2,1,1.0,1.0,0.0%,FA,5,2021
33,Brian Johnson,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,5,2021
34,Michael Palardy,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,33.3%,FA,5,2021
35,Ty Long,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.7%,FA,5,2021
