Rank,Player,CMP,ATT,PCT,YDS,Y/A,TD,INT,SACKS,ATT.1,YDS.1,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Jared Goff,26,39,66.7,378,9.7,4,1,1,1,1,0,0,1,34.2,34.2,73.4%,DET,4,2022
2,Geno Smith,23,30,76.7,320,10.7,2,0,0,7,49,1,0,1,31.7,31.7,21.9%,SEA,4,2022
3,Russell Wilson,17,25,68.0,237,9.5,2,0,3,4,29,1,0,1,27.5,27.5,6.9%,PIT,4,2022
4,Tom Brady,39,52,75.0,385,7.4,3,0,1,0,0,0,1,1,25.4,25.4,2.7%,FA,4,2022
5,Josh Allen,19,36,52.8,213,5.9,1,1,1,11,70,1,0,1,24.5,24.5,100.0%,BUF,4,2022
6,Patrick Mahomes II,23,37,62.2,249,6.7,3,1,3,4,34,0,0,1,24.4,24.4,99.9%,KC,4,2022
7,Kyler Murray,23,32,71.9,207,6.5,2,1,1,12,26,1,0,1,23.9,23.9,94.7%,ARI,4,2022
8,Daniel Jones,8,13,61.5,71,5.5,0,0,1,6,68,2,0,1,21.6,21.6,7.4%,NYG,4,2022
9,Justin Herbert,27,39,69.2,340,8.7,2,0,1,4,-5,0,0,1,21.1,21.1,65.1%,LAC,4,2022
10,Zach Wilson,18,36,50.0,252,7.0,1,2,1,2,15,0,0,1,20.8,20.8,0.1%,DEN,4,2022
11,Joe Burrow,20,31,64.5,287,9.3,2,0,1,5,6,0,0,1,20.1,20.1,98.2%,CIN,4,2022
12,Matt Ryan,27,37,73.0,356,9.6,2,1,3,2,-4,0,1,1,18.8,18.8,0.1%,FA,4,2022
13,Cooper Rush,15,27,55.6,223,8.3,2,0,1,2,7,0,0,1,17.6,17.6,0.1%,DAL,4,2022
14,Aaron Rodgers,21,35,60.0,251,7.2,2,1,1,1,1,0,0,1,17.1,17.1,72.2%,NYJ,4,2022
15,Jalen Hurts,16,25,64.0,204,8.2,0,1,2,16,38,1,0,1,17.0,17.0,99.9%,PHI,4,2022
16,Jacoby Brissett,21,35,60.0,234,6.7,0,1,1,5,16,1,0,1,16.0,16.0,0.9%,NE,4,2022
17,Davis Mills,26,35,74.3,246,7.0,2,2,4,0,0,0,0,1,15.8,15.8,0.1%,HOU,4,2022
18,Kenny Pickett,10,13,76.9,120,9.2,0,3,0,6,15,2,0,1,15.3,15.3,0.2%,PHI,4,2022
19,Lamar Jackson,20,29,69.0,144,5.0,1,2,2,11,73,0,0,1,15.1,15.1,99.9%,BAL,4,2022
20,Ryan Tannehill,17,21,81.0,137,6.5,2,0,3,5,9,0,0,1,14.4,14.4,0.1%,FA,4,2022
21,Kirk Cousins,25,38,65.8,273,7.2,1,1,3,0,0,0,0,1,13.9,13.9,64.2%,ATL,4,2022
22,Jimmy Garoppolo,16,27,59.3,239,8.9,1,0,0,1,3,0,0,1,13.9,13.9,0.1%,LAR,4,2022
23,Andy Dalton,20,28,71.4,236,8.4,1,0,2,1,3,0,1,1,13.7,13.7,0.1%,CAR,4,2022
24,Teddy Bridgewater,14,23,60.9,193,8.4,1,1,0,1,11,0,0,1,11.8,11.8,0.0%,FA,4,2022
25,Derek Carr,21,34,61.8,188,5.5,0,0,2,7,40,0,0,1,11.5,11.5,7.1%,NO,4,2022
26,Justin Fields,11,22,50.0,174,7.9,0,0,6,7,52,0,1,1,10.2,10.2,6.0%,PIT,4,2022
27,Carson Wentz,25,42,59.5,170,4.0,1,2,2,1,5,0,0,1,9.3,9.3,0.2%,KC,4,2022
28,Baker Mayfield,22,36,61.1,197,5.5,1,2,2,2,0,0,1,1,7.9,7.9,31.7%,TB,4,2022
29,Matthew Stafford,32,48,66.7,254,5.3,0,1,7,2,6,0,1,1,7.8,7.8,49.9%,LAR,4,2022
30,Trevor Lawrence,11,23,47.8,174,7.6,2,1,4,2,7,0,4,1,6.7,6.7,66.9%,JAC,4,2022
31,Bailey Zappe,10,15,66.7,99,6.6,1,0,3,0,0,0,1,1,6.0,6.0,0.0%,KC,4,2022
32,Marcus Mariota,7,19,36.8,139,7.3,0,1,1,5,3,0,0,1,4.9,4.9,0.1%,WAS,4,2022
33,Tua Tagovailoa,8,14,57.1,110,7.9,0,1,1,0,0,0,0,1,3.4,3.4,80.1%,MIA,4,2022
34,Mitchell Trubisky,7,13,53.8,84,6.5,0,1,3,1,1,0,0,1,2.5,2.5,0.1%,BUF,4,2022
35,Tyrod Taylor,1,3,33.3,11,3.7,0,1,0,3,30,0,0,1,2.4,2.4,0.2%,NYJ,4,2022
36,Brian Hoyer,5,6,83.3,37,6.2,0,0,1,0,0,0,0,1,1.5,1.5,0.0%,FA,4,2022
37,Taysom Hill,0,0,0.0,0,0.0,0,0,0,5,21,1,0,1,0.0,0.0,45.9%,NO,4,2022
